scenario,run,subset,V_net,TTT,dist_kmveh
no02,Case1_no02_r15_volspd.csv,non_target,27.158004692429998,10019107.38,75583.04590000001
no02,Case1_no02_r16_volspd.csv,non_target,27.188471569987023,10018550.649999999,75663.63319999998
no02,Case1_no02_r17_volspd.csv,non_target,27.061302266324244,10046145.059999999,75517.15780000002
no02,Case1_no02_r18_volspd.csv,non_target,27.11313609558569,10024618.969999999,75499.6829
no02,Case1_no02_r19_volspd.csv,non_target,26.950831032669186,10080277.6,75464.4051
no02,Case1_no02_r20_volspd.csv,non_target,27.157579122259534,9992834.25,75383.663
no03,Case1_no03_r01_volspd.csv,non_target,26.68997749674439,10185917.27,75517.1952
no03,Case1_no03_r02_volspd.csv,non_target,26.908233217425305,10097822.48,75476.26729999999
no03,Case1_no03_r03_volspd.csv,non_target,26.54691756611831,10227467.549999999,75418.8161
no03,Case1_no03_r04_volspd.csv,non_target,26.791218775489252,10123496.09,75339.1107
no03,Case1_no03_r06_volspd.csv,non_target,26.891129152710405,10080951.58,75302.2697
no03,Case1_no03_r07_volspd.csv,non_target,26.9811742179859,10069838.26,75471.12789999999
no03,Case1_no03_r08_volspd.csv,non_target,26.70540261406944,10157346.85,75348.89919999999
no03,Case1_no03_r09_volspd.csv,non_target,26.810055099659007,10137572.719999999,75496.912
no03,Case1_no03_r11_volspd.csv,non_target,26.872659693946513,10125125.5,75580.2922
no03,Case1_no03_r12_volspd.csv,non_target,26.649753655447757,10186044.209999999,75404.32469999998
no03,Case1_no03_r13_volspd.csv,non_target,27.076866808994968,10035174.22,75478.0766
no03,Case1_no03_r14_volspd.csv,non_target,26.938465341055064,10089915.19,75501.8974
no03,Case1_no03_r15_volspd.csv,non_target,27.041262047863636,10031923.8,75354.41119999999
no03,Case1_no03_r16_volspd.csv,non_target,26.852814885368943,10105013.09,75374.4572
no03,Case1_no03_r17_volspd.csv,non_target,26.542273783036322,10233011.43,75446.4975
no03,Case1_no03_r18_volspd.csv,non_target,26.902835937419685,10103586.49,75504.20270000001
no03,Case1_no03_r19_volspd.csv,non_target,26.768286607936382,10153724.690000001,75499.39240000001
no03,Case1_no03_r20_volspd.csv,non_target,26.718726088234668,10174005.73,75510.1312
no04,Case1_no04_r01_volspd.csv,non_target,27.026383904636432,10058607.46,75513.2741
no04,Case1_no04_r02_volspd.csv,non_target,26.81551787945572,10135176.81,75494.44859999999
no04,Case1_no04_r03_volspd.csv,non_target,26.76430933413731,10142201.139999999,75402.50240000001
no04,Case1_no04_r04_volspd.csv,non_target,27.002127087394907,10058514.78,75444.804
no04,Case1_no04_r06_volspd.csv,non_target,27.041015430796627,10050674.879999999,75494.5707
no04,Case1_no04_r07_volspd.csv,non_target,26.815181883426874,10142183.0,75545.6894
no04,Case1_no04_r08_volspd.csv,non_target,26.993619400549658,10090816.78,75663.241
no04,Case1_no04_r09_volspd.csv,non_target,26.93741576595176,10102291.09,75591.5598
no04,Case1_no04_r11_volspd.csv,non_target,26.741342968429162,10180094.56,75619.2778
no04,Case1_no04_r12_volspd.csv,non_target,26.84938529470703,10119649.32,75473.9899
no04,Case1_no04_r13_volspd.csv,non_target,26.9593595649542,10097666.02,75618.5025
no04,Case1_no04_r14_volspd.csv,non_target,27.115513754330816,10024533.499999998,75505.66
no04,Case1_no04_r15_volspd.csv,non_target,26.87101475767333,10123439.29,75563.0796
no04,Case1_no04_r16_volspd.csv,non_target,26.770647063859787,10167923.459999999,75611.63620000001
no04,Case1_no04_r17_volspd.csv,non_target,26.588782131003647,10228102.15,75542.4388
no04,Case1_no04_r18_volspd.csv,non_target,27.029100095593083,10056093.77,75501.99029999999
no04,Case1_no04_r19_volspd.csv,non_target,26.862443234917063,10129065.620000001,75580.9584
no04,Case1_no04_r20_volspd.csv,non_target,26.869171996306726,10137198.02,75660.5881
no05,Case1_no05_r01_volspd.csv,non_target,26.714560273588322,10185429.01,75583.127
no05,Case1_no05_r02_volspd.csv,non_target,26.87813656554185,10113161.059999999,75506.36779999998
no05,Case1_no05_r03_volspd.csv,non_target,26.439084128944092,10273488.98,75450.4554
no05,Case1_no05_r04_volspd.csv,non_target,26.822259303762404,10128789.399999999,75465.83769999999
no05,Case1_no05_r06_volspd.csv,non_target,26.698777747388505,10187988.05,75557.45240000001
no05,Case1_no05_r07_volspd.csv,non_target,26.840414946979358,10142364.71,75618.1326
no05,Case1_no05_r08_volspd.csv,non_target,26.857076840876374,10107811.84,75407.2998
no05,Case1_no05_r09_volspd.csv,non_target,26.72643925027129,10172926.17,75523.9148
no05,Case1_no05_r11_volspd.csv,non_target,26.748741703901274,10167147.870000001,75544.0034
no05,Case1_no05_r12_volspd.csv,non_target,26.88132103547022,10128265.82,75628.1014
no05,Case1_no05_r13_volspd.csv,non_target,26.956361681058475,10096726.7,75603.06019999999
no05,Case1_no05_r14_volspd.csv,non_target,26.770290177878174,10181697.58,75713.05519999999
no05,Case1_no05_r15_volspd.csv,non_target,26.841852665405483,10139457.64,75600.50779999999
no05,Case1_no05_r16_volspd.csv,non_target,26.90604458622861,10101670.27,75498.8863
no05,Case1_no05_r17_volspd.csv,non_target,26.611748068639265,10203132.76,75423.1107
no05,Case1_no05_r18_volspd.csv,non_target,26.807689508143255,10143941.4,75537.67540000001
no05,Case1_no05_r19_volspd.csv,non_target,26.763183935675425,10165562.53,75573.0055
no05,Case1_no05_r20_volspd.csv,non_target,26.89717015698045,10102967.48,75483.6765
no06,Case1_no06_r01_volspd.csv,non_target,26.951325145912225,10088006.82,75523.6533
no06,Case1_no06_r02_volspd.csv,non_target,26.92403574735772,10129845.2,75760.0873
no06,Case1_no06_r03_volspd.csv,non_target,26.66253222081264,10212696.33,75637.87359999999
no06,Case1_no06_r04_volspd.csv,non_target,26.658098712278736,10214785.16,75640.76419999999
no06,Case1_no06_r06_volspd.csv,non_target,26.860383051838568,10148182.07,75717.79380000001
no06,Case1_no06_r07_volspd.csv,non_target,26.86286573314304,10127439.42,75570.01259999999
no06,Case1_no06_r08_volspd.csv,non_target,26.837050688204453,10146851.63,75642.1032
no06,Case1_no06_r09_volspd.csv,non_target,26.742402147162533,10177912.32,75606.06229999999
no06,Case1_no06_r11_volspd.csv,non_target,26.708745115548393,10198212.420000002,75661.5156
no06,Case1_no06_r12_volspd.csv,non_target,26.64962545622063,10232223.07,75745.809
no06,Case1_no06_r13_volspd.csv,non_target,26.856209448887302,10148258.83,75706.6013
no06,Case1_no06_r14_volspd.csv,non_target,27.046329989668187,10055269.239999998,75543.925
no06,Case1_no06_r15_volspd.csv,non_target,26.74394855413777,10180782.23,75631.7545
no06,Case1_no06_r16_volspd.csv,non_target,26.665902338402397,10218175.049999999,75688.0161
no06,Case1_no06_r17_volspd.csv,non_target,26.555899024578874,10236155.18,75508.4176
no06,Case1_no06_r18_volspd.csv,non_target,26.936808204717607,10107876.46,75631.64709999999
no06,Case1_no06_r19_volspd.csv,non_target,26.796198962244027,10166973.989999998,75676.7383
no06,Case1_no06_r20_volspd.csv,non_target,26.750615967381286,10177592.5,75626.9079
no07,Case1_no07_r01_volspd.csv,non_target,26.559846412813673,10274909.24,75805.55870000002
no07,Case1_no07_r02_volspd.csv,non_target,26.760366056334963,10202583.709999999,75840.243
no07,Case1_no07_r03_volspd.csv,non_target,26.604886841492362,10245935.76,75719.98930000002
no07,Case1_no07_r04_volspd.csv,non_target,26.66517233795535,10224550.920000002,75733.17009999999
no07,Case1_no07_r06_volspd.csv,non_target,26.507204564263848,10277495.25,75674.3525
no07,Case1_no07_r07_volspd.csv,non_target,26.976069053728615,10104577.03,75717.15769999998
no07,Case1_no07_r08_volspd.csv,non_target,26.727219106046885,10193927.879999999,75682.04
no07,Case1_no07_r09_volspd.csv,non_target,26.70539451701593,10214140.549999999,75770.1814
no07,Case1_no07_r11_volspd.csv,non_target,26.67384233243939,10223605.12,75750.78640000001
no07,Case1_no07_r12_volspd.csv,non_target,26.69967598799408,10226445.129999999,75845.21429999999
no07,Case1_no07_r13_volspd.csv,non_target,26.905783760807445,10128632.9,75699.6685
no07,Case1_no07_r14_volspd.csv,non_target,26.730568196753946,10192662.77,75682.1298
no07,Case1_no07_r15_volspd.csv,non_target,26.765072303440203,10187472.379999999,75741.2319
no07,Case1_no07_r16_volspd.csv,non_target,26.611789073165127,10255438.77,75809.8815
no07,Case1_no07_r17_volspd.csv,non_target,26.626431663730447,10236606.85,75712.3091
no07,Case1_no07_r18_volspd.csv,non_target,26.79646727093976,10178337.309999999,75762.0785
no07,Case1_no07_r19_volspd.csv,non_target,26.556269577434623,10276745.469999999,75808.89530000002
no07,Case1_no07_r20_volspd.csv,non_target,26.77940092484228,10166111.75,75622.884
no08,Case1_no08_r01_volspd.csv,non_target,26.772366330419423,10181132.23,75714.7227
no08,Case1_no08_r02_volspd.csv,non_target,26.658399877133892,10228825.39,75745.58820000001
no08,Case1_no08_r03_volspd.csv,non_target,26.54111252726939,10267637.580000002,75698.479
no08,Case1_no08_r04_volspd.csv,non_target,26.676740754379253,10209872.059999999,75657.25280000002
no08,Case1_no08_r06_volspd.csv,non_target,26.82950548971425,10161061.65,75726.73869999999
no08,Case1_no08_r07_volspd.csv,non_target,26.810839197192287,10186117.85,75860.6577
no08,Case1_no08_r08_volspd.csv,non_target,26.99742337212643,10095532.33,75709.2668
no08,Case1_no08_r09_volspd.csv,non_target,26.83466607316004,10149395.299999999,75654.3427
no08,Case1_no08_r11_volspd.csv,non_target,26.67645264676258,10241060.41,75887.5453
no08,Case1_no08_r12_volspd.csv,non_target,26.6042260559466,10261903.899999999,75836.1142
no08,Case1_no08_r13_volspd.csv,non_target,26.83217994376332,10179841.780000001,75874.26289999999
no08,Case1_no08_r14_volspd.csv,non_target,27.069780887564143,10081269.879999999,75804.9352
no08,Case1_no08_r15_volspd.csv,non_target,26.78477916701613,10164912.01,75629.14540000001
no08,Case1_no08_r16_volspd.csv,non_target,26.689679855107933,10215366.17,75734.68130000001
no08,Case1_no08_r17_volspd.csv,non_target,26.61325461902334,10251228.78,75782.9338
no08,Case1_no08_r18_volspd.csv,non_target,26.815501000957482,10170027.370000001,75753.9942
no08,Case1_no08_r19_volspd.csv,non_target,26.677599815858525,10216362.31,75707.7848
no08,Case1_no08_r20_volspd.csv,non_target,26.81028572563348,10166887.950000001,75715.88080000001
